Season,T1TeamID,T1Score,T2TeamID,T2Score,Result,T1Seed,T2Seed,SeedDiff
1995,1387,64,1278,61,1,9,8,1
1995,1400,90,1332,73,1,11,6,5
1995,1408,76,1140,70,1,9,8,1
1995,1438,96,1311,72,1,4,13,-9
1995,1443,82,1276,76,1,8,9,-1
1995,1448,79,1299,47,1,1,16,-15
1995,1116,79,1411,78,1,2,15,-13
1995,1207,68,1462,63,1,6,11,-5
1995,1235,64,1196,61,1,7,10,-3
1995,1269,68,1389,51,1,2,15,-13
1995,1272,77,1257,56,1,6,11,-5
1995,1280,75,1365,67,1,5,12,-7
1995,1281,65,1231,60,1,8,9,-1
1995,1314,80,1293,70,1,2,15,-13
1995,1330,89,1437,81,1,14,3,11
1995,1345,49,1453,48,1,3,14,-11
1995,1390,70,1150,68,1,10,7,3
1995,1393,96,1356,92,1,7,10,-3
1995,1409,68,1228,62,1,6,11,-5
1995,1417,92,1198,56,1,1,16,-15
1995,1428,76,1253,64,1,4,13,-9
1995,1451,79,1277,72,1,14,3,11
1995,1113,64,1264,54,1,5,13,-8
1995,1163,96,1153,91,1,2,7,-5
1995,1242,75,1443,70,1,1,8,-7
1995,1246,82,1408,60,1,1,9,-8
1995,1268,82,1400,68,1,3,11,-8
1995,1329,66,1104,52,1,4,5,-1
1995,1438,60,1275,54,1,4,12,-8
1995,1448,64,1387,59,1,1,9,-8
1995,1116,96,1393,94,1,2,7,-5
1995,1207,53,1451,51,1,6,14,-8
1995,1269,75,1390,53,1,2,10,-8
1995,1272,75,1345,73,1,6,3,3
1995,1280,78,1428,64,1,5,4,1
1995,1314,73,1235,51,1,2,7,-5
1995,1409,64,1330,52,1,6,14,-8
1995,1417,75,1281,74,1,1,8,-7
1995,1163,99,1268,89,1,2,3,-1
1995,1246,97,1113,73,1,1,5,-4
1995,1314,74,1207,64,1,2,6,-4
1995,1417,86,1280,67,1,1,5,-4
1995,1116,96,1272,91,1,2,6,-4
1995,1269,76,1409,51,1,2,6,-4
1995,1329,71,1448,66,1,4,1,3
1995,1438,67,1242,58,1,4,1,3
1995,1314,74,1246,61,1,2,1,1
1995,1417,102,1163,96,1,1,2,-1
1995,1116,68,1438,61,1,2,4,-2
1995,1329,68,1269,54,1,4,2,2
1995,1116,75,1314,68,1,2,2,0
1995,1417,74,1329,61,1,1,4,-3
1995,1417,89,1116,78,1,1,2,-1
1996,1116,86,1336,80,1,12,5,7
1996,1163,68,1159,59,1,1,16,-15
1996,1180,75,1272,63,1,12,5,7
1996,1185,75,1181,60,1,9,8,1
1996,1208,81,1155,74,1,8,9,-1
1996,1235,74,1143,64,1,5,12,-7
1996,1246,110,1363,72,1,1,16,-15
1996,1266,68,1284,44,1,4,13,-9
1996,1269,92,1416,70,1,1,16,-15
1996,1280,58,1433,51,1,5,12,-7
1996,1343,43,1417,41,1,13,4,9
1996,1345,73,1441,71,1,1,16,-15
1996,1390,66,1133,58,1,9,8,1
1996,1393,88,1286,55,1,4,13,-9
1996,1428,72,1145,43,1,4,13,-9
1996,1439,61,1453,48,1,9,8,1
1996,1112,90,1434,51,1,3,14,-11
1996,1130,64,1231,51,1,11,6,5
1996,1153,66,1422,61,1,2,15,-13
1996,1207,93,1290,56,1,2,15,-13
1996,1210,90,1122,79,1,3,14,-11
1996,1234,81,1203,79,1,6,11,-5
1996,1242,92,1354,54,1,2,15,-13
1996,1257,82,1409,80,1,6,11,-5
1996,1307,69,1243,48,1,7,10,-3
1996,1314,83,1309,62,1,6,11,-5
1996,1365,91,1268,79,1,10,7,3
1996,1396,61,1328,43,1,7,10,-3
1996,1400,80,1276,76,1,10,7,3
1996,1403,74,1296,73,1,3,14,-11
1996,1437,92,1339,58,1,3,14,-11
1996,1448,62,1419,50,1,2,15,-13
1996,1116,65,1266,56,1,12,4,8
1996,1163,95,1185,81,1,1,9,-8
1996,1208,76,1345,69,1,8,1,7
1996,1246,84,1439,60,1,1,9,-8
1996,1269,79,1390,74,1,1,9,-8
1996,1280,63,1343,41,1,5,13,-8
1996,1393,69,1180,58,1,4,12,-8
1996,1428,73,1235,67,1,4,5,-1
1996,1112,87,1234,73,1,3,6,-3
1996,1153,78,1396,65,1,2,7,-5
1996,1207,73,1307,62,1,2,7,-5
1996,1210,103,1130,89,1,3,11,-8
1996,1242,76,1365,51,1,2,10,-8
1996,1257,68,1437,64,1,6,3,3
1996,1403,92,1314,73,1,3,6,-3
1996,1448,65,1400,62,1,2,10,-8
1996,1207,98,1403,90,1,2,3,-1
1996,1246,101,1428,70,1,1,4,-3
1996,1269,79,1116,63,1,1,12,-11
1996,1448,60,1257,59,1,2,6,-4
1996,1153,87,1210,70,1,2,3,-1
1996,1242,83,1112,80,1,2,3,-1
1996,1280,60,1163,55,1,5,1,4
1996,1393,83,1208,81,1,4,8,-4
1996,1246,83,1448,63,1,1,2,-1
1996,1269,86,1207,62,1,1,2,-1
1996,1280,73,1153,63,1,5,2,3
1996,1393,60,1242,57,1,4,2,2
1996,1246,81,1269,74,1,1,1,0
1996,1393,77,1280,69,1,4,5,-1
1996,1246,76,1393,67,1,1,4,-3
1997,1112,65,1375,57,1,4,13,-9
1997,1130,73,1434,66,1,5,12,-7
1997,1143,55,1343,52,1,5,12,-7
1997,1153,86,1139,69,1,3,14,-11
1997,1158,75,1268,66,1,12,5,7
1997,1160,80,1231,62,1,9,8,1
1997,1234,73,1438,60,1,8,9,-1
1997,1235,69,1229,57,1,6,11,-5
1997,1242,78,1238,64,1,1,16,-15
1997,1246,92,1285,54,1,1,16,-15
1997,1314,82,1193,74,1,1,16,-15
1997,1345,83,1348,76,1,8,9,-1
1997,1386,75,1334,65,1,4,13,-9
1997,1417,109,1149,75,1,2,15,-13
1997,1437,101,1254,91,1,4,13,-9
1997,1462,80,1435,68,1,7,10,-3
1997,1150,79,1207,67,1,7,10,-3
1997,1151,73,1208,70,1,14,3,11
1997,1155,68,1275,56,1,4,13,-9
1997,1164,78,1376,65,1,15,2,13
1997,1181,71,1293,68,1,2,15,-13
1997,1228,90,1425,77,1,6,11,-5
1997,1257,65,1269,57,1,6,11,-5
1997,1278,78,1402,46,1,1,16,-15
1997,1307,59,1330,55,1,3,14,-11
1997,1344,81,1266,59,1,10,7,3
1997,1390,80,1328,67,1,6,11,-5
1997,1396,62,1279,40,1,9,8,1
1997,1400,71,1458,58,1,10,7,3
1997,1409,81,1131,52,1,5,12,-7
1997,1428,75,1298,61,1,2,15,-13
1997,1448,68,1388,46,1,3,14,-11
1997,1112,73,1158,69,1,4,12,-8
1997,1143,75,1437,68,1,5,4,1
1997,1235,67,1153,66,1,6,3,3
1997,1242,75,1345,61,1,1,8,-7
1997,1246,75,1234,69,1,1,8,-7
1997,1314,73,1160,56,1,1,9,-8
1997,1386,81,1130,77,1,4,5,-1
1997,1417,96,1462,83,1,2,7,-5
1997,1151,75,1228,63,1,14,6,8
1997,1155,65,1409,59,1,4,5,-1
1997,1257,64,1307,63,1,6,3,3
1997,1278,76,1396,57,1,1,9,-8
1997,1344,98,1181,87,1,10,2,8
1997,1390,72,1448,66,1,6,3,3
1997,1400,82,1164,81,1,10,15,-5
1997,1428,77,1150,58,1,2,7,-5
1997,1246,83,1386,68,1,1,4,-3
1997,1278,90,1155,84,1,1,4,-3
1997,1417,74,1235,73,1,2,6,-4
1997,1428,82,1390,77,1,2,6,-4
1997,1112,85,1242,82,1,4,1,3
1997,1257,78,1400,63,1,6,10,-4
1997,1314,63,1143,57,1,1,5,-4
1997,1344,71,1151,65,1,10,14,-4
1997,1246,72,1428,59,1,1,2,-1
1997,1278,80,1417,72,1,1,2,-1
1997,1112,96,1344,92,1,4,10,-6
1997,1314,97,1257,74,1,1,6,-5
1997,1112,66,1314,58,1,4,1,3
1997,1246,78,1278,69,1,1,1,0
1997,1112,84,1246,79,1,4,1,3
1998,1112,99,1311,60,1,1,16,-15
1998,1116,74,1304,65,1,6,11,-5
1998,1150,77,1227,62,1,8,9,-1
1998,1153,65,1319,62,1,2,15,-13
1998,1163,93,1192,85,1,2,15,-13
1998,1228,64,1375,51,1,5,12,-7
1998,1229,82,1397,81,1,9,8,1
1998,1231,94,1328,87,1,7,10,-3
1998,1268,82,1429,68,1,4,13,-9
1998,1277,83,1185,71,1,4,13,-9
1998,1314,88,1298,52,1,1,16,-15
1998,1343,69,1424,57,1,5,12,-7
1998,1350,62,1376,61,1,14,3,11
1998,1428,85,1362,68,1,3,14,-11
1998,1449,69,1462,68,1,11,6,5
1998,1452,82,1396,52,1,10,7,3
1998,1178,66,1385,64,1,10,7,3
1998,1181,99,1347,63,1,1,16,-15
1998,1199,96,1395,87,1,12,5,7
1998,1242,110,1341,52,1,1,16,-15
1998,1246,82,1354,67,1,2,15,-13
1998,1276,80,1172,61,1,3,14,-11
1998,1307,79,1139,62,1,4,13,-9
1998,1329,74,1203,59,1,8,9,-1
1998,1345,95,1174,56,1,2,15,-13
1998,1348,97,1293,74,1,8,9,-1
1998,1387,51,1269,46,1,10,7,3
1998,1390,67,1158,57,1,3,14,-11
1998,1393,63,1233,61,1,5,12,-7
1998,1417,65,1274,62,1,6,11,-5
1998,1434,70,1279,69,1,13,4,9
1998,1444,75,1155,72,1,11,6,5
1998,1112,82,1229,49,1,1,9,-8
1998,1163,78,1231,68,1,2,7,-5
1998,1268,67,1228,61,1,4,5,-1
1998,1277,63,1343,56,1,4,5,-1
1998,1314,93,1150,83,1,1,8,-7
1998,1428,75,1116,69,1,3,6,-3
1998,1449,81,1350,66,1,11,14,-3
1998,1452,75,1153,74,1,10,2,8
1998,1181,79,1329,73,1,1,8,-7
1998,1246,88,1387,61,1,2,10,-8
1998,1345,80,1178,65,1,2,10,-8
1998,1348,80,1242,75,1,8,1,7
1998,1390,83,1444,65,1,3,11,-8
1998,1393,56,1307,46,1,5,4,1
1998,1417,85,1276,82,1,6,3,3
1998,1434,83,1199,77,1,13,12,1
1998,1112,87,1268,79,1,1,4,-3
1998,1163,75,1449,74,1,2,11,-9
1998,1314,73,1277,58,1,1,4,-3
1998,1428,65,1452,62,1,3,10,-7
1998,1181,80,1393,67,1,1,5,-4
1998,1246,94,1417,68,1,2,6,-4
1998,1348,74,1434,68,1,8,13,-5
1998,1390,67,1345,59,1,3,2,1
1998,1314,75,1163,64,1,1,2,-1
1998,1428,76,1112,51,1,3,1,2
1998,1246,86,1181,84,1,2,1,1
1998,1390,79,1348,77,1,3,8,-5
1998,1246,86,1390,85,1,2,3,-1
1998,1428,65,1314,59,1,3,1,2
1998,1246,78,1428,69,1,2,3,-1
1999,1116,94,1373,80,1,4,13,-9
1999,1120,80,1457,41,1,1,16,-15
1999,1163,91,1427,66,1,1,16,-15
1999,1166,62,1257,58,1,10,7,3
1999,1178,56,1417,53,1,12,5,7
1999,1196,75,1335,61,1,6,11,-5
1999,1211,75,1278,63,1,10,7,3
1999,1231,108,1203,88,1,6,11,-5
1999,1234,77,1412,64,1,5,12,-7
1999,1268,82,1434,60,1,2,15,-13
1999,1307,61,1281,59,1,9,8,1
1999,1326,72,1293,58,1,4,13,-9
1999,1329,69,1393,61,1,9,8,1
1999,1385,69,1359,43,1,3,14,-11
1999,1390,69,1108,57,1,2,15,-13
1999,1451,76,1314,74,1,14,3,11
1999,1150,81,1348,70,1,5,12,-7
1999,1153,72,1206,48,1,3,14,-11
1999,1181,99,1197,58,1,1,16,-15
1999,1242,95,1191,74,1,6,11,-5
1999,1246,82,1308,60,1,3,14,-11
1999,1274,75,1248,54,1,2,15,-13
1999,1275,59,1449,58,1,10,7,3
1999,1277,76,1291,53,1,1,16,-15
1999,1279,72,1437,70,1,9,8,1
1999,1283,43,1458,32,1,12,5,7
1999,1328,61,1112,60,1,13,4,9
1999,1345,58,1400,54,1,10,7,3
1999,1396,61,1245,54,1,6,11,-5
1999,1397,62,1174,52,1,4,13,-9
1999,1409,62,1158,53,1,9,8,1
1999,1428,80,1117,58,1,2,15,-13
1999,1120,81,1329,74,1,1,9,-8
1999,1163,78,1307,56,1,1,9,-8
1999,1196,82,1451,74,1,6,14,-8
1999,1211,82,1390,74,1,10,2,8
1999,1234,82,1116,72,1,5,4,1
1999,1268,75,1166,63,1,2,10,-8
1999,1326,75,1178,44,1,4,12,-8
1999,1385,86,1231,61,1,3,6,-3
1999,1181,97,1409,56,1,1,9,-8
1999,1246,92,1242,88,1,3,6,-3
1999,1275,66,1428,58,1,10,2,8
1999,1277,74,1279,66,1,1,9,-8
1999,1283,81,1397,51,1,12,4,8
1999,1328,85,1150,72,1,13,5,8
1999,1345,73,1274,63,1,10,2,8
1999,1396,64,1153,54,1,6,3,3
1999,1163,78,1234,68,1,1,5,-4
1999,1211,73,1196,72,1,10,6,4
1999,1326,72,1120,64,1,4,1,3
1999,1385,76,1268,62,1,3,2,1
1999,1181,78,1283,61,1,1,12,-11
1999,1246,58,1275,43,1,3,10,-7
1999,1277,54,1328,46,1,1,13,-12
1999,1396,77,1345,55,1,6,10,-4
1999,1163,67,1211,62,1,1,10,-9
1999,1326,77,1385,74,1,4,3,1
1999,1181,85,1396,64,1,1,6,-5
1999,1277,73,1246,66,1,1,3,-2
1999,1163,64,1326,58,1,1,4,-3
1999,1181,68,1277,62,1,1,1,0
1999,1163,77,1181,74,1,1,1,0
2000,1112,71,1238,47,1,1,16,-15
2000,1120,72,1166,69,1,7,10,-3
2000,1211,77,1257,66,1,10,7,3
2000,1235,88,1148,78,1,2,15,-13
2000,1246,85,1382,80,1,5,12,-7
2000,1261,64,1369,61,1,4,13,-9
2000,1268,74,1233,59,1,3,14,-11
2000,1277,65,1434,38,1,1,16,-15
2000,1328,74,1457,50,1,3,14,-11
2000,1345,62,1173,61,1,6,11,-5
2000,1385,61,1319,56,1,2,15,-13
2000,1393,79,1359,65,1,4,13,-9
2000,1400,77,1232,61,1,5,12,-7
2000,1417,65,1123,57,1,6,11,-5
2000,1428,48,1387,45,1,8,9,-1
2000,1458,66,1201,56,1,8,9,-1
2000,1153,64,1423,47,1,2,15,-13
2000,1163,75,1429,67,1,5,12,-7
2000,1181,82,1249,55,1,1,16,-15
2000,1196,69,1139,68,1,5,12,-7
2000,1228,68,1335,58,1,4,13,-9
2000,1242,81,1177,77,1,8,9,-1
2000,1274,75,1116,71,1,6,11,-5
2000,1314,84,1281,70,1,8,9,-1
2000,1326,87,1111,61,1,3,14,-11
2000,1329,86,1220,66,1,3,14,-11
2000,1337,77,1231,57,1,11,6,5
2000,1371,72,1332,71,1,10,7,3
2000,1390,84,1354,65,1,1,16,-15
2000,1396,73,1248,47,1,2,15,-13
2000,1397,63,1418,58,1,4,13,-9
2000,1409,89,1424,62,1,7,10,-3
2000,1211,82,1385,76,1,10,2,8
2000,1235,79,1120,60,1,2,7,-5
2000,1261,72,1400,67,1,4,5,-1
2000,1277,73,1428,61,1,1,8,-7
2000,1345,66,1328,62,1,6,3,3
2000,1393,52,1246,50,1,4,5,-1
2000,1417,105,1268,70,1,6,3,3
2000,1458,66,1112,59,1,8,1,7
2000,1181,69,1242,64,1,1,8,-7
2000,1196,93,1228,76,1,5,4,1
2000,1274,75,1326,62,1,6,3,3
2000,1314,60,1390,53,1,8,1,7
2000,1329,75,1337,67,1,3,11,-8
2000,1371,67,1396,65,1,10,2,8
2000,1397,65,1163,51,1,4,5,-1
2000,1409,69,1153,61,1,7,2,5
2000,1235,80,1417,56,1,2,6,-4
2000,1277,75,1393,58,1,1,4,-3
2000,1345,75,1211,66,1,6,10,-4
2000,1458,61,1261,48,1,8,4,4
2000,1196,87,1181,78,1,5,1,4
2000,1314,74,1397,69,1,8,4,4
2000,1329,68,1371,66,1,3,10,-7
2000,1409,80,1274,71,1,7,6,1
2000,1277,75,1235,64,1,1,2,-1
2000,1458,64,1345,60,1,8,6,2
2000,1196,77,1329,65,1,5,3,2
2000,1314,59,1409,55,1,8,7,1
2000,1196,71,1314,59,1,5,8,-3
2000,1277,53,1458,41,1,1,8,-7
2000,1277,89,1196,76,1,1,5,-4
2001,1322,71,1457,67,1,16,16,0
2001,1130,68,1381,65,1,3,14,-11
2001,1153,84,1140,59,1,5,12,-7
2001,1181,95,1284,52,1,1,16,-15
2001,1207,63,1116,61,1,10,7,3
2001,1209,50,1458,49,1,11,6,5
2001,1214,58,1235,57,1,15,2,13
2001,1234,69,1166,56,1,7,10,-3
2001,1245,77,1231,73,1,13,4,9
2001,1246,72,1221,68,1,2,15,-13
2001,1268,83,1206,80,1,3,14,-11
2001,1281,70,1208,68,1,9,8,1
2001,1386,66,1210,62,1,9,8,1
2001,1390,89,1422,60,1,1,16,-15
2001,1417,61,1220,48,1,4,13,-9
2001,1425,69,1329,54,1,6,11,-5
2001,1429,77,1326,68,1,12,5,7
2001,1112,101,1183,76,1,2,15,-13
2001,1139,79,1448,63,1,10,7,3
2001,1150,70,1397,63,1,9,8,1
2001,1196,69,1443,56,1,3,14,-11
2001,1201,82,1143,70,1,9,8,1
2001,1211,86,1438,85,1,12,5,7
2001,1228,96,1322,54,1,1,16,-15
2001,1232,70,1328,68,1,13,4,9
2001,1242,99,1169,75,1,4,13,-9
2001,1277,69,1106,35,1,1,16,-15
2001,1279,72,1233,70,1,3,14,-11
2001,1314,70,1343,48,1,2,15,-13
2001,1323,83,1462,71,1,6,11,-5
2001,1336,69,1344,59,1,7,10,-3
2001,1393,79,1218,69,1,5,12,-7
2001,1396,79,1400,65,1,11,6,5
2001,1153,66,1245,43,1,5,13,-8
2001,1181,94,1281,81,1,1,9,-8
2001,1207,76,1214,57,1,10,15,-5
2001,1246,92,1234,79,1,2,7,-5
2001,1268,79,1209,60,1,3,11,-8
2001,1390,90,1386,83,1,1,9,-8
2001,1417,75,1429,50,1,4,12,-8
2001,1425,74,1130,71,1,6,3,3
2001,1112,73,1139,52,1,2,10,-8
2001,1211,85,1232,68,1,12,13,-1
2001,1228,79,1150,61,1,1,9,-8
2001,1242,87,1393,58,1,4,5,-1
2001,1277,81,1201,65,1,1,9,-8
2001,1279,59,1323,56,1,3,6,-3
2001,1336,82,1314,74,1,7,2,5
2001,1396,75,1196,54,1,11,3,8
2001,1181,76,1417,63,1,1,4,-3
2001,1268,76,1207,66,1,3,10,-7
2001,1390,78,1153,65,1,1,5,-4
2001,1425,80,1246,76,1,6,2,4
2001,1112,66,1279,56,1,2,3,-1
2001,1228,80,1242,64,1,1,4,-3
2001,1277,77,1211,62,1,1,12,-11
2001,1396,84,1336,72,1,11,7,4
2001,1181,79,1425,69,1,1,6,-5
2001,1268,87,1390,73,1,3,1,2
2001,1112,87,1228,81,1,2,1,1
2001,1277,69,1396,62,1,1,11,-10
2001,1112,80,1277,61,1,2,1,1
2001,1181,95,1268,84,1,1,3,-2
2001,1181,82,1112,72,1,1,2,-1
2002,1373,81,1108,77,1,16,16,0
2002,1104,86,1194,78,1,2,15,-13
2002,1112,86,1364,81,1,3,14,-11
2002,1181,84,1457,37,1,1,16,-15
2002,1231,75,1428,56,1,5,12,-7
2002,1242,70,1221,59,1,1,16,-15
2002,1245,69,1329,61,1,10,7,3
2002,1246,83,1434,68,1,4,13,-9
2002,1281,93,1274,80,1,12,5,7
2002,1323,82,1150,63,1,8,9,-1
2002,1326,69,1172,64,1,4,13,-9
2002,1332,81,1285,62,1,2,15,-13
2002,1390,84,1443,68,1,8,9,-1
2002,1409,71,1266,69,1,12,5,7
2002,1423,93,1425,89,1,13,4,9
2002,1448,83,1337,74,1,7,10,-3
2002,1461,73,1211,66,1,11,6,5
2002,1143,82,1335,75,1,6,11,-5
2002,1153,90,1131,52,1,1,16,-15
2002,1163,78,1214,67,1,2,15,-13
2002,1166,83,1196,82,1,12,5,7
2002,1208,85,1293,68,1,3,14,-11
2002,1228,93,1361,64,1,4,13,-9
2002,1268,85,1373,70,1,1,16,-15
2002,1280,70,1270,58,1,3,14,-11
2002,1301,69,1277,58,1,7,10,-3
2002,1328,71,1227,63,1,2,15,-13
2002,1338,71,1148,54,1,3,14,-11
2002,1356,76,1403,68,1,11,6,5
2002,1400,70,1130,57,1,6,11,-5
2002,1417,80,1279,58,1,8,9,-1
2002,1458,80,1385,70,1,8,9,-1
2002,1462,70,1218,58,1,7,10,-3
2002,1112,68,1461,60,1,3,11,-8
2002,1181,84,1323,77,1,1,8,-7
2002,1231,76,1423,67,1,5,13,-8
2002,1242,86,1390,63,1,1,8,-7
2002,1245,71,1104,58,1,10,2,8
2002,1246,87,1409,82,1,4,12,-8
2002,1281,83,1326,67,1,12,4,8
2002,1332,92,1448,87,1,2,7,-5
2002,1163,77,1301,74,1,2,7,-5
2002,1228,72,1166,60,1,4,12,-8
2002,1268,87,1458,57,1,1,8,-7
2002,1328,78,1462,65,1,2,7,-5
2002,1338,63,1143,50,1,3,6,-3
2002,1356,77,1208,75,1,11,3,8
2002,1400,68,1280,64,1,6,3,3
2002,1417,105,1153,101,1,8,1,7
2002,1231,74,1181,73,1,5,1,4
2002,1245,78,1338,73,1,10,3,7
2002,1281,82,1417,73,1,12,8,4
2002,1328,88,1112,67,1,2,3,-1
2002,1163,71,1356,59,1,2,11,-9
2002,1242,73,1228,69,1,1,4,-3
2002,1268,78,1246,68,1,1,4,-3
2002,1332,72,1400,70,1,2,6,-4
2002,1231,81,1245,69,1,5,10,-5
2002,1328,81,1281,75,1,2,12,-10
2002,1242,104,1332,86,1,1,2,-1
2002,1268,90,1163,82,1,1,2,-1
2002,1231,73,1328,64,1,5,2,3
2002,1268,97,1242,88,1,1,1,0
2002,1268,64,1231,52,1,1,5,-4
2003,1421,92,1411,84,1,16,16,0
2003,1112,80,1436,51,1,1,16,-15
2003,1113,84,1272,71,1,10,7,3
2003,1141,79,1166,73,1,11,6,5
2003,1143,76,1301,74,1,8,9,-1
2003,1163,58,1140,53,1,5,12,-7
2003,1181,67,1161,57,1,3,14,-11
2003,1211,74,1153,69,1,9,8,1
2003,1228,65,1443,60,1,4,13,-9
2003,1242,64,1429,61,1,2,15,-13
2003,1266,72,1221,68,1,3,14,-11
2003,1281,72,1356,71,1,6,11,-5
2003,1323,70,1454,69,1,5,12,-7
2003,1328,71,1354,54,1,1,16,-15
2003,1390,77,1360,69,1,4,13,-9
2003,1409,84,1173,71,1,13,4,9
2003,1458,81,1451,74,1,5,12,-7
2003,1120,65,1386,63,1,10,7,3
2003,1139,47,1280,46,1,12,5,7
2003,1196,85,1358,55,1,2,15,-13
2003,1231,67,1104,62,1,7,10,-3
2003,1246,95,1237,64,1,1,16,-15
2003,1257,86,1122,64,1,4,13,-9
2003,1268,75,1423,73,1,6,11,-5
2003,1277,79,1160,64,1,7,10,-3
2003,1329,77,1335,63,1,6,11,-5
2003,1338,87,1447,61,1,2,15,-13
2003,1345,80,1261,56,1,9,8,1
2003,1393,76,1264,65,1,3,14,-11
2003,1400,82,1421,61,1,1,16,-15
2003,1428,60,1332,58,1,9,8,1
2003,1448,76,1190,73,1,2,15,-13
2003,1462,71,1407,59,1,3,14,-11
2003,1112,96,1211,95,1,1,9,-8
2003,1163,85,1390,74,1,5,4,1
2003,1181,86,1141,60,1,3,11,-8
2003,1242,108,1113,76,1,2,10,-8
2003,1266,101,1281,92,1,3,6,-3
2003,1323,68,1228,60,1,5,4,1
2003,1328,74,1143,65,1,1,8,-7
2003,1458,61,1409,60,1,5,13,-8
2003,1120,68,1448,62,1,10,2,8
2003,1139,79,1257,71,1,12,4,8
2003,1246,74,1428,54,1,1,9,-8
2003,1268,77,1462,64,1,6,3,3
2003,1277,68,1196,46,1,7,2,5
2003,1338,74,1231,52,1,2,7,-5
2003,1393,68,1329,56,1,3,6,-3
2003,1400,77,1345,67,1,1,9,-8
2003,1112,88,1323,71,1,1,5,-4
2003,1242,69,1181,65,1,2,3,-1
2003,1246,63,1458,57,1,1,5,-4
2003,1266,77,1338,74,1,3,2,1
2003,1277,60,1268,58,1,7,6,1
2003,1328,65,1139,54,1,1,12,-11
2003,1393,79,1120,78,1,3,10,-7
2003,1400,82,1163,78,1,1,5,-4
2003,1242,78,1112,75,1,2,1,1
2003,1266,83,1246,69,1,3,1,2
2003,1393,63,1328,47,1,3,1,2
2003,1400,85,1277,76,1,1,7,-6
2003,1242,94,1266,61,1,2,3,-1
2003,1393,95,1400,84,1,3,1,2
2003,1393,81,1242,78,1,3,2,1
2004,1197,72,1250,57,1,16,16,0
2004,1104,65,1356,64,1,8,9,-1
2004,1163,70,1436,53,1,2,15,-13
2004,1177,76,1173,69,1,7,10,-3
2004,1181,96,1106,61,1,1,16,-15
2004,1211,76,1434,49,1,2,15,-13
2004,1264,75,1196,60,1,12,5,7
2004,1268,86,1431,83,1,4,13,-9
2004,1305,72,1277,66,1,10,7,3
2004,1314,63,1102,52,1,6,11,-5
2004,1371,80,1112,76,1,8,9,-1
2004,1386,82,1251,63,1,1,16,-15
2004,1390,71,1427,45,1,1,16,-15
2004,1393,80,1140,75,1,5,12,-7
2004,1400,66,1343,49,1,3,14,-11
2004,1403,76,1150,73,1,8,9,-1
2004,1448,79,1433,78,1,4,13,-9
2004,1130,58,1428,51,1,6,11,-5
2004,1153,80,1190,77,1,4,13,-9
2004,1210,65,1320,60,1,3,14,-11
2004,1228,72,1293,53,1,5,12,-7
2004,1242,78,1227,53,1,4,13,-9
2004,1246,96,1197,76,1,1,16,-15
2004,1272,59,1376,43,1,7,10,-3
2004,1280,85,1284,52,1,2,15,-13
2004,1301,61,1418,52,1,3,14,-11
2004,1329,75,1186,56,1,2,15,-13
2004,1334,66,1344,58,1,12,5,7
2004,1338,53,1416,44,1,3,14,-11
2004,1412,102,1449,100,1,9,8,1
2004,1435,71,1444,58,1,6,11,-5
2004,1458,76,1350,64,1,6,11,-5
2004,1462,80,1257,70,1,7,10,-3
2004,1104,70,1390,67,1,8,1,7
2004,1163,72,1177,55,1,2,7,-5
2004,1181,90,1371,62,1,1,8,-7
2004,1305,91,1211,72,1,10,2,8
2004,1386,70,1403,65,1,1,8,-7
2004,1393,72,1268,70,1,5,4,1
2004,1400,78,1314,75,1,3,6,-3
2004,1448,84,1264,80,1,4,12,-8
2004,1210,57,1130,54,1,3,6,-3
2004,1228,92,1153,68,1,5,4,1
2004,1242,78,1334,63,1,4,12,-8
2004,1329,70,1272,53,1,2,7,-5
2004,1338,59,1458,55,1,3,6,-3
2004,1412,76,1246,75,1,9,1,8
2004,1435,75,1301,73,1,6,3,3
2004,1462,89,1280,74,1,7,2,5
2004,1104,80,1393,71,1,8,5,3
2004,1163,73,1435,53,1,2,6,-4
2004,1329,63,1338,51,1,2,3,-1
2004,1386,84,1448,80,1,1,4,-3
2004,1181,72,1228,62,1,1,5,-4
2004,1210,72,1305,67,1,3,10,-7
2004,1242,100,1412,74,1,4,9,-5
2004,1462,79,1400,71,1,7,3,4
2004,1163,87,1104,71,1,2,8,-6
2004,1329,64,1386,62,1,2,1,1
2004,1181,66,1462,63,1,1,7,-6
2004,1210,79,1242,71,1,3,4,-1
2004,1163,79,1181,78,1,2,1,1
2004,1210,67,1329,65,1,3,2,1
2004,1163,82,1210,73,1,2,3,-1
2005,1324,79,1105,69,1,16,16,0
2005,1112,66,1429,53,1,3,14,-11
2005,1130,85,1335,65,1,4,13,-9
2005,1153,76,1234,64,1,7,10,-3
2005,1211,74,1457,64,1,3,14,-11
2005,1228,67,1192,55,1,1,16,-15
2005,1246,72,1184,64,1,2,15,-13
2005,1305,61,1400,57,1,9,8,1
2005,1328,84,1310,67,1,3,14,-11
2005,1334,79,1338,71,1,8,9,-1
2005,1403,78,1417,66,1,6,11,-5
2005,1412,82,1261,68,1,11,6,5
2005,1428,60,1431,54,1,6,11,-5
2005,1448,70,1151,54,1,2,15,-13
2005,1449,88,1285,77,1,1,16,-15
2005,1452,63,1166,61,1,7,10,-3
2005,1454,83,1104,73,1,12,5,7
2005,1137,64,1242,63,1,14,3,11
